9.928276301066940590e-01,2.433015444793754645e-01
8.602415390739102108e-01,3.480324125604418173e-01
2.056874191929780604e-01,2.044092638764608560e-01
5.327450371000366225e-01,6.102963768814836376e-01
7.457949351897134038e-01,3.241550887605126885e-02
9.428523267872628288e-01,2.346962579936906490e-02
5.562788493547676794e-01,2.499127673681278416e-01
9.729549544140116968e-01,3.749126056966508580e-01
6.659121949656003903e-01,3.988165616843145633e-01
9.861486123981065832e-01,8.194002986633596164e-01
5.156470683604157390e-01,8.817067093764112684e-01
4.726615329822908551e-01,3.779410612611203701e-01
1.248004288975672615e-01,2.038578519350141560e-01
8.478942947438373734e-01,5.969348939652894259e-01
7.325918427150577283e-01,5.789893004328408033e-01
8.271339296832419530e-01,1.617172313180638143e-01
9.189602929948427201e-01,5.611139836491307875e-01
8.856188718535421556e-01,1.391880060762664684e-01
7.782358481723736787e-01,4.703737680825296197e-01
8.559575809508139788e-01,8.051435260552916029e-01
6.535776602416242254e-01,9.986731692978546571e-01
3.892607481382607260e-01,1.544518528018704595e-01
3.963889826668475225e-01,2.225337763374278799e-01
1.023728474178939862e-01,1.166714022407733253e-01
7.726771291902335692e-01,3.024347415400981953e-01
8.020563627620941327e-01,2.826957733065981193e-01
1.302931826659835535e-01,5.935079396287195053e-01
5.851033020435816301e-01,3.767465242077863152e-01
7.359180832168652486e-01,2.433399902211600407e-01
3.947662739747779259e-01,5.876439429356811184e-01
1.406379518930078731e-01,9.720728056287668561e-01
6.243683695531508926e-01,2.967730968966642013e-01
1.518269627347317297e-01,1.349517613714552589e-01
7.533582340564881630e-02,7.101848314127264805e-01
7.023120161345373091e-01,8.273451838452993146e-01
5.912584718798266081e-01,5.506418883119647001e-01
1.694472105834429199e-01,1.038261283892527587e-02
4.536726741298268140e-01,4.752864656181340353e-01
5.202098778507721066e-01,7.673567793190669839e-01
9.153032377240115647e-01,2.529494094397526371e-01
8.759394025570943487e-02,5.393576107067570291e-01
3.473603599061756420e-01,1.409832816741413142e-01
1.946793533905593065e-01,9.545837620409070023e-02
7.394253839631877989e-01,6.308349481020192329e-02
8.422875214036940061e-02,6.185215000461505852e-01
6.182665737942705242e-02,2.051095309265837940e-02
9.990152248606446461e-01,8.369645466748290019e-01
2.050779079701636753e-03,1.006495718086849456e-01
9.050331483628404339e-02,8.486159706280623771e-01
6.391951703258414996e-01,5.141631076431590897e-01
6.580888700633527044e-01,9.484404062336034835e-01
2.119220350401467279e-01,9.206298706251478947e-01
1.238753994635994893e-01,1.554011678964812848e-01
3.019178688942603106e-02,4.738736141966548576e-01
3.154073011648896863e-01,8.393170456399213775e-01
2.598670524241574187e-01,1.203727481359679885e-01
7.713897641219077395e-01,6.193939031065023304e-01
1.717013380647038900e-01,7.364602142121092765e-01
6.871720639500927819e-01,7.399337598125577120e-02
4.983831529635064372e-01,9.684894789569979956e-01
2.891290946650105775e-01,1.743161793056953179e-01
2.640683383607617118e-01,8.045795797966833751e-01
8.723860790991722070e-01,9.218044504219391477e-01
1.937417344083247617e-01,1.533319584833531257e-01
3.082208612985521956e-01,3.641995139415813432e-01
3.462506528227933256e-01,3.305131253395509061e-01
2.013806311816976891e-01,2.761627367360328655e-01
1.609425562517118324e-01,7.540191441405645900e-01
7.215162995752436581e-01,8.514608895599001803e-01
9.426995861342514216e-01,6.522992186528115965e-01
9.238426928271182836e-01,2.882869884919487813e-01
5.265767346275060934e-01,8.459536611409198548e-01
8.512270939772441647e-01,6.905817713820461279e-01
6.158934184965308978e-01,8.317969458032714591e-01
7.898509756456494335e-01,9.962484852821796855e-01
9.852160115846835264e-01,3.342703734463849941e-01
2.051353348281115263e-01,3.643462726385969797e-01
8.925459363302276072e-01,8.216948677595889983e-01
3.114570276222234924e-01,3.251592947794887944e-01
2.089190432424420374e-01,8.677754817274284660e-01
1.492526158996608787e-01,8.343344952733479092e-01
1.090272010490315191e-01,7.544965476577443209e-01
9.794816347320975947e-01,7.935355222872185754e-01
8.389143461507377886e-01,8.699547355840669960e-01
9.652786527236733027e-01,6.437116583238868817e-01
2.628490444375447543e-01,1.868965009114764708e-02
8.604572382460550228e-01,2.018475272749705729e-01
3.542408029223068633e-01,9.839839769760148069e-01
9.856228440839533977e-01,5.805799349148506039e-01
9.197449297692515957e-01,2.011009771183296380e-01
8.315193569349965674e-02,6.977730307219985884e-01
9.359894077466801576e-01,6.892061078295144139e-01
4.991738893188548687e-01,4.646863094297242203e-01
8.688028062685329012e-01,9.582290764704848307e-02
5.614949244061939737e-01,1.765781207783245765e-01
1.857816428168440614e-01,2.408791216089718468e-01
1.501971318443516834e-01,8.304090019068276485e-01
5.268456483927377310e-01,9.306414878255716561e-01
2.062166456804830350e-01,5.577721399229240706e-02
6.132413247781036691e-01,3.290573630599780142e-02
